fecha,precio_MD,demanda_prevision_D-1,demanda_Real,precio_Francia,precio_GAS,Temperatura,Radiacion,tipo_dia
2020-01-01 00:00:00,41.88,22733.0,18594.922,38.6,11.89,5.65,2.5531,F
2020-01-01 01:00:00,38.6,21593.0,17466.294,36.55,11.89,5.65,2.5531,F
2020-01-01 02:00:00,36.55,20362.0,16426.445,32.32,11.89,5.65,2.5531,F
2020-01-01 03:00:00,32.32,19604.0,15775.322,30.85,11.89,5.65,2.5531,F
2020-01-01 04:00:00,30.85,19386.0,15580.377,30.14,11.89,5.65,2.5531,F
2020-01-01 05:00:00,30.14,19687.0,15802.591,30.17,11.89,5.65,2.5531,F
2020-01-01 06:00:00,30.17,20111.0,16206.789,30.0,11.89,5.65,2.5531,F
2020-01-01 07:00:00,30.0,19716.0,16245.429,30.65,11.89,5.65,2.5531,F
2020-01-01 08:00:00,30.65,19594.0,17050.56,30.46,11.89,5.65,2.5531,F
2020-01-01 09:00:00,30.65,20643.0,18622.005,30.27,11.89,5.65,2.5531,F
2020-01-01 10:00:00,30.27,21842.0,19831.061,30.34,11.89,5.65,2.5531,F
2020-01-01 11:00:00,30.34,22711.0,20338.765,30.99,11.89,5.65,2.5531,F
2020-01-01 12:00:00,30.99,23450.0,20771.957,30.04,11.89,5.65,2.5531,F
2020-01-01 13:00:00,30.04,23742.0,20657.783,30.75,11.89,5.65,2.5531,F
2020-01-01 14:00:00,30.75,22653.0,19426.856,32.11,11.89,5.65,2.5531,F
2020-01-01 15:00:00,32.11,21971.0,18953.037,35.98,11.89,5.65,2.5531,F
2020-01-01 16:00:00,35.98,22389.0,19301.354,40.4,11.89,5.65,2.5531,F
2020-01-01 17:00:00,40.4,24940.0,21316.185,44.05,11.89,5.65,2.5531,F
2020-01-01 18:00:00,44.05,26233.0,22453.563,46.16,11.89,5.65,2.5531,F
2020-01-01 19:00:00,46.16,27485.0,23192.076,44.02,11.89,5.65,2.5531,F
2020-01-01 20:00:00,44.02,27861.0,23407.595,40.68,11.89,5.65,2.5531,F
2020-01-01 21:00:00,45.6,27067.0,22635.158,40.66,11.89,5.65,2.5531,F
2020-01-01 22:00:00,42.9,24647.0,20758.37,36.69,11.89,5.65,2.5531,F
2020-01-01 23:00:00,37.55,22321.0,18879.267,35.4,11.89,5.65,2.5531,F
2020-01-02 00:00:00,35.4,20429.0,17312.36,31.98,11.69,4.5,2.507,J
2020-01-02 01:00:00,31.98,19249.0,16397.63,30.5,11.69,4.5,2.507,J
2020-01-02 02:00:00,30.5,18824.0,15933.894,28.79,11.69,4.5,2.507,J
2020-01-02 03:00:00,28.79,18849.0,15939.851,28.42,11.69,4.5,2.507,J
2020-01-02 04:00:00,28.42,19724.0,16725.448,28.75,11.69,4.5,2.507,J
2020-01-02 05:00:00,28.75,22713.0,19325.725,34.16,11.69,4.5,2.507,J
2020-01-02 06:00:00,34.16,26685.0,22671.539,42.07,11.69,4.5,2.507,J
2020-01-02 07:00:00,42.07,30033.0,25619.587,44.89,11.69,4.5,2.507,J
2020-01-02 08:00:00,44.89,32451.0,28050.115,45.26,11.69,4.5,2.507,J
2020-01-02 09:00:00,45.26,33766.0,29330.281,45.57,11.69,4.5,2.507,J
2020-01-02 10:00:00,45.57,34142.0,29544.403,45.09,11.69,4.5,2.507,J
2020-01-02 11:00:00,45.09,33869.0,29292.768,45.16,11.69,4.5,2.507,J
2020-01-02 12:00:00,45.16,33923.0,29257.104,44.9,11.69,4.5,2.507,J
2020-01-02 13:00:00,44.9,33005.0,28421.626,44.06,11.69,4.5,2.507,J
2020-01-02 14:00:00,44.06,32103.0,27576.816,43.94,11.69,4.5,2.507,J
2020-01-02 15:00:00,43.94,31663.0,27272.147,44.37,11.69,4.5,2.507,J
2020-01-02 16:00:00,44.37,32017.0,27426.031,46.05,11.69,4.5,2.507,J
2020-01-02 17:00:00,46.05,33219.0,28712.603,46.72,11.69,4.5,2.507,J
2020-01-02 18:00:00,46.72,33569.0,29103.886,46.11,11.69,4.5,2.507,J
2020-01-02 19:00:00,46.11,33756.0,29170.829,43.7,11.69,4.5,2.507,J
2020-01-02 20:00:00,43.7,33326.0,28791.252,34.76,11.69,4.5,2.507,J
2020-01-02 21:00:00,42.0,31486.0,26766.68,33.02,11.69,4.5,2.507,J
2020-01-02 22:00:00,38.6,28504.0,24294.68,33.39,11.69,4.5,2.507,J
2020-01-02 23:00:00,33.39,26236.0,22436.928,32.05,11.69,4.5,2.507,J
2020-01-03 00:00:00,32.05,24105.0,20516.417,30.75,11.11,2.87,1.6529,V
2020-01-03 01:00:00,30.75,22911.0,19299.726,29.03,11.11,2.87,1.6529,V
2020-01-03 02:00:00,29.97,22324.0,18787.155,24.96,11.11,2.87,1.6529,V
2020-01-03 03:00:00,29.8,22276.0,18668.361,22.56,11.11,2.87,1.6529,V
2020-01-03 04:00:00,29.74,22863.0,19250.55,26.16,11.11,2.87,1.6529,V
2020-01-03 05:00:00,29.87,25141.0,21376.647,31.21,11.11,2.87,1.6529,V
2020-01-03 06:00:00,31.21,28619.0,24477.107,36.73,11.11,2.87,1.6529,V
2020-01-03 07:00:00,36.73,31436.0,27226.434,40.7,11.11,2.87,1.6529,V
2020-01-03 08:00:00,42.9,33725.0,29506.138,44.18,11.11,2.87,1.6529,V
2020-01-03 09:00:00,46.0,35125.0,30541.441,44.05,11.11,2.87,1.6529,V
2020-01-03 10:00:00,47.23,35100.0,30627.626,41.92,11.11,2.87,1.6529,V
2020-01-03 11:00:00,46.03,34621.0,30243.846,41.6,11.11,2.87,1.6529,V
2020-01-03 12:00:00,44.9,34422.0,30103.976,39.23,11.11,2.87,1.6529,V
2020-01-03 13:00:00,44.44,33248.0,29147.624,39.04,11.11,2.87,1.6529,V
2020-01-03 14:00:00,41.19,32312.0,28099.747,38.41,11.11,2.87,1.6529,V
2020-01-03 15:00:00,39.5,31922.0,27665.533,38.91,11.11,2.87,1.6529,V
2020-01-03 16:00:00,39.5,32113.0,27773.492,43.51,11.11,2.87,1.6529,V
2020-01-03 17:00:00,43.51,33288.0,28882.085,45.2,11.11,2.87,1.6529,V
2020-01-03 18:00:00,45.2,33800.0,29304.737,45.15,11.11,2.87,1.6529,V
2020-01-03 19:00:00,46.9,33859.0,29292.068,39.35,11.11,2.87,1.6529,V
2020-01-03 20:00:00,46.23,33441.0,28705.434,32.34,11.11,2.87,1.6529,V
2020-01-03 21:00:00,44.5,31601.0,26937.294,39.15,11.11,2.87,1.6529,V
2020-01-03 22:00:00,40.5,28930.0,24766.208,37.85,11.11,2.87,1.6529,V
2020-01-03 23:00:00,39.5,26348.0,23100.008,34.81,11.11,2.87,1.6529,V
2020-01-04 00:00:00,38.01,24136.0,21155.078,32.05,12.52,3.85,2.5817,S
2020-01-04 01:00:00,32.05,22685.0,19931.468,30.14,12.52,3.85,2.5817,S
2020-01-04 02:00:00,31.81,21822.0,19204.229,28.55,12.52,3.85,2.5817,S
2020-01-04 03:00:00,30.2,21471.0,18920.72,26.24,12.52,3.85,2.5817,S
2020-01-04 04:00:00,29.85,21496.0,18985.055,27.55,12.52,3.85,2.5817,S
2020-01-04 05:00:00,29.84,22238.0,19687.332,27.16,12.52,3.85,2.5817,S
2020-01-04 06:00:00,30.1,23354.0,21036.669,28.79,12.52,3.85,2.5817,S
2020-01-04 07:00:00,30.75,25593.0,22616.328,31.83,12.52,3.85,2.5817,S
2020-01-04 08:00:00,31.83,28522.0,24889.087,36.67,12.52,3.85,2.5817,S
2020-01-04 09:00:00,36.67,30832.0,26720.801,39.57,12.52,3.85,2.5817,S
2020-01-04 10:00:00,39.57,31180.0,27174.052,36.11,12.52,3.85,2.5817,S
2020-01-04 11:00:00,36.11,30812.0,26755.133,34.77,12.52,3.85,2.5817,S
2020-01-04 12:00:00,34.77,30731.0,26634.399,32.07,12.52,3.85,2.5817,S
2020-01-04 13:00:00,32.07,30072.0,26198.645,31.83,12.52,3.85,2.5817,S
2020-01-04 14:00:00,31.83,28910.0,25233.017,31.95,12.52,3.85,2.5817,S
2020-01-04 15:00:00,31.95,28136.0,24582.324,32.25,12.52,3.85,2.5817,S
2020-01-04 16:00:00,32.25,28207.0,24701.795,41.81,12.52,3.85,2.5817,S
2020-01-04 17:00:00,41.81,29993.0,26348.106,44.24,12.52,3.85,2.5817,S
2020-01-04 18:00:00,44.24,31066.0,27145.64,44.0,12.52,3.85,2.5817,S
2020-01-04 19:00:00,44.0,31676.0,27591.59,39.53,12.52,3.85,2.5817,S
2020-01-04 20:00:00,44.44,31407.0,27369.941,34.46,12.52,3.85,2.5817,S
2020-01-04 21:00:00,44.43,30082.0,26198.377,39.75,12.52,3.85,2.5817,S
2020-01-04 22:00:00,40.38,27698.0,24277.279,37.95,12.52,3.85,2.5817,S
2020-01-04 23:00:00,37.95,25050.0,22375.05,33.1,12.52,3.85,2.5817,S
2020-01-05 00:00:00,33.1,23174.0,20524.007,32.28,12.93,4.6,2.7509,D
2020-01-05 01:00:00,32.28,21553.0,19178.178,31.18,12.93,4.6,2.7509,D
2020-01-05 02:00:00,31.18,20694.0,18391.608,30.1,12.93,4.6,2.7509,D
2020-01-05 03:00:00,30.1,20346.0,17971.242,29.96,12.93,4.6,2.7509,D
2020-01-05 04:00:00,29.96,20413.0,17941.697,29.88,12.93,4.6,2.7509,D
2020-01-05 05:00:00,29.88,20861.0,18508.807,30.38,12.93,4.6,2.7509,D
2020-01-05 06:00:00,30.38,21722.0,19395.453,31.15,12.93,4.6,2.7509,D
2020-01-05 07:00:00,31.15,23128.0,20164.957,32.09,12.93,4.6,2.7509,D
2020-01-05 08:00:00,32.09,25141.0,21985.703,34.27,12.93,4.6,2.7509,D
2020-01-05 09:00:00,34.27,27712.0,24029.341,37.53,12.93,4.6,2.7509,D
2020-01-05 10:00:00,37.53,28364.0,24812.776,38.99,12.93,4.6,2.7509,D
2020-01-05 11:00:00,38.99,28196.0,24661.858,38.15,12.93,4.6,2.7509,D
2020-01-05 12:00:00,38.15,28534.0,24648.18,35.37,12.93,4.6,2.7509,D
2020-01-05 13:00:00,35.37,28368.0,24520.916,34.44,12.93,4.6,2.7509,D
2020-01-05 14:00:00,34.44,27053.0,23416.511,36.1,12.93,4.6,2.7509,D
2020-01-05 15:00:00,36.1,26301.0,22683.885,40.59,12.93,4.6,2.7509,D
2020-01-05 16:00:00,40.59,26319.0,22488.726,44.68,12.93,4.6,2.7509,D
2020-01-05 17:00:00,44.68,27975.0,23844.185,46.16,12.93,4.6,2.7509,D
2020-01-05 18:00:00,46.16,28835.0,24252.299,45.64,12.93,4.6,2.7509,D
2020-01-05 19:00:00,48.53,29317.0,24791.769,42.68,12.93,4.6,2.7509,D
2020-01-05 20:00:00,52.48,29385.0,25146.892,37.26,12.93,4.6,2.7509,D
2020-01-05 21:00:00,53.29,28864.0,24594.93,37.57,12.93,4.6,2.7509,D
2020-01-05 22:00:00,49.5,27396.0,23194.811,35.54,12.93,4.6,2.7509,D
2020-01-05 23:00:00,46.01,24897.0,21492.243,29.16,12.93,4.6,2.7509,D
2020-01-06 00:00:00,47.85,23074.0,19698.551,29.0,12.89,4.96,2.5625,F
2020-01-06 01:00:00,41.48,21551.0,18255.52,29.08,12.89,4.96,2.5625,F
2020-01-06 02:00:00,34.0,20654.0,17522.433,27.72,12.89,4.96,2.5625,F
2020-01-06 03:00:00,31.92,20243.0,17258.981,27.03,12.89,4.96,2.5625,F
2020-01-06 04:00:00,31.75,20335.0,17419.833,28.98,12.89,4.96,2.5625,F
2020-01-06 05:00:00,31.5,20755.0,17991.237,33.18,12.89,4.96,2.5625,F
2020-01-06 06:00:00,33.18,21282.0,18712.392,43.13,12.89,4.96,2.5625,F
2020-01-06 07:00:00,43.13,21341.0,19071.001,44.52,12.89,4.96,2.5625,F
2020-01-06 08:00:00,44.52,22782.0,20836.471,44.96,12.89,4.96,2.5625,F
2020-01-06 09:00:00,44.96,24439.0,22497.335,44.0,12.89,4.96,2.5625,F
2020-01-06 10:00:00,44.0,25258.0,23146.926,42.46,12.89,4.96,2.5625,F
2020-01-06 11:00:00,42.46,25463.0,22909.838,41.3,12.89,4.96,2.5625,F
2020-01-06 12:00:00,41.3,25597.0,23003.139,40.51,12.89,4.96,2.5625,F
2020-01-06 13:00:00,40.51,25359.0,22476.939,41.22,12.89,4.96,2.5625,F
2020-01-06 14:00:00,41.22,24194.0,21289.956,43.28,12.89,4.96,2.5625,F
2020-01-06 15:00:00,43.28,23631.0,20914.012,43.68,12.89,4.96,2.5625,F
2020-01-06 16:00:00,43.68,24039.0,21244.335,47.9,12.89,4.96,2.5625,F
2020-01-06 17:00:00,47.9,25885.0,23177.103,48.91,12.89,4.96,2.5625,F
2020-01-06 18:00:00,48.91,27311.0,24535.305,49.01,12.89,4.96,2.5625,F
2020-01-06 19:00:00,49.01,28539.0,25369.408,47.03,12.89,4.96,2.5625,F
2020-01-06 20:00:00,48.0,29399.0,25794.116,40.41,12.89,4.96,2.5625,F
2020-01-06 21:00:00,48.0,28940.0,25034.889,38.26,12.89,4.96,2.5625,F
2020-01-06 22:00:00,45.42,26852.0,22998.354,35.91,12.89,4.96,2.5625,F
2020-01-06 23:00:00,44.01,24605.0,21304.514,32.1,12.89,4.96,2.5625,F
2020-01-08 00:00:00,42.0,24907.0,22616.139,27.28,13.75,6.54,2.6102,X
2020-01-08 01:00:00,37.48,23704.0,21544.213,26.16,13.75,6.54,2.6102,X
2020-01-08 02:00:00,36.07,23192.0,21129.031,20.86,13.75,6.54,2.6102,X
2020-01-08 03:00:00,34.41,23180.0,21085.771,20.35,13.75,6.54,2.6102,X
2020-01-08 04:00:00,33.07,23857.0,21787.562,28.52,13.75,6.54,2.6102,X
2020-01-08 05:00:00,36.11,26505.0,24526.718,33.05,13.75,6.54,2.6102,X
2020-01-08 06:00:00,39.77,31060.0,28993.6,41.17,13.75,6.54,2.6102,X
2020-01-08 07:00:00,48.42,34310.0,31871.212,44.5,13.75,6.54,2.6102,X
2020-01-08 08:00:00,49.67,35760.0,32876.445,43.9,13.75,6.54,2.6102,X
2020-01-08 09:00:00,52.6,36842.0,33420.94,43.74,13.75,6.54,2.6102,X
2020-01-08 10:00:00,52.0,36566.0,33169.126,43.76,13.75,6.54,2.6102,X
2020-01-08 11:00:00,50.81,35978.0,32664.179,44.5,13.75,6.54,2.6102,X
2020-01-08 12:00:00,49.67,35666.0,32460.379,44.95,13.75,6.54,2.6102,X
2020-01-08 13:00:00,49.17,34563.0,31370.748,46.04,13.75,6.54,2.6102,X
2020-01-08 14:00:00,47.1,34032.0,30624.992,46.33,13.75,6.54,2.6102,X
2020-01-08 15:00:00,46.33,33747.0,30370.577,47.9,13.75,6.54,2.6102,X
2020-01-08 16:00:00,49.16,33847.0,30640.438,53.53,13.75,6.54,2.6102,X
2020-01-08 17:00:00,53.53,35352.0,32116.458,55.92,13.75,6.54,2.6102,X
2020-01-08 18:00:00,55.92,36371.0,33144.962,54.94,13.75,6.54,2.6102,X
2020-01-08 19:00:00,55.09,36768.0,33447.69,48.1,13.75,6.54,2.6102,X
2020-01-08 20:00:00,54.99,35841.0,32455.044,44.92,13.75,6.54,2.6102,X
2020-01-08 21:00:00,53.67,33303.0,29735.817,41.67,13.75,6.54,2.6102,X
2020-01-08 22:00:00,49.16,29937.0,26710.523,39.41,13.75,6.54,2.6102,X
2020-01-08 23:00:00,45.17,27592.0,24441.642,34.08,13.75,6.54,2.6102,X
2020-01-09 00:00:00,46.55,25541.0,22647.71,32.2,12.53,5.08,2.58,J
2020-01-09 01:00:00,38.01,24358.0,21661.975,32.56,12.53,5.08,2.58,J
2020-01-09 02:00:00,34.89,23811.0,21254.454,30.42,12.53,5.08,2.58,J
2020-01-09 03:00:00,33.88,23710.0,21270.726,28.8,12.53,5.08,2.58,J
2020-01-09 04:00:00,33.88,24394.0,22004.236,28.87,12.53,5.08,2.58,J
2020-01-09 05:00:00,34.0,27078.0,24810.174,34.99,12.53,5.08,2.58,J
2020-01-09 06:00:00,37.51,31598.0,29229.715,46.16,12.53,5.08,2.58,J
2020-01-09 07:00:00,48.45,34928.0,32015.096,47.51,12.53,5.08,2.58,J
2020-01-09 08:00:00,49.23,36240.0,32956.512,45.68,12.53,5.08,2.58,J
2020-01-09 09:00:00,51.49,36780.0,33355.068,43.61,12.53,5.08,2.58,J
2020-01-09 10:00:00,49.67,36708.0,33066.719,40.17,12.53,5.08,2.58,J
2020-01-09 11:00:00,48.33,36244.0,32635.64,37.67,12.53,5.08,2.58,J
2020-01-09 12:00:00,44.41,36001.0,32443.993,34.04,12.53,5.08,2.58,J
2020-01-09 13:00:00,44.9,34896.0,31453.067,32.9,12.53,5.08,2.58,J
2020-01-09 14:00:00,39.81,34242.0,30859.42,32.54,12.53,5.08,2.58,J
2020-01-09 15:00:00,39.0,33979.0,30620.266,33.21,12.53,5.08,2.58,J
2020-01-09 16:00:00,41.66,34082.0,30787.251,42.85,12.53,5.08,2.58,J
2020-01-09 17:00:00,46.89,35577.0,32200.175,44.23,12.53,5.08,2.58,J
2020-01-09 18:00:00,51.89,36662.0,33221.871,41.6,12.53,5.08,2.58,J
2020-01-09 19:00:00,52.98,37122.0,33315.362,33.89,12.53,5.08,2.58,J
2020-01-09 20:00:00,53.31,36290.0,32339.723,31.34,12.53,5.08,2.58,J
2020-01-09 21:00:00,52.05,33697.0,29787.914,31.3,12.53,5.08,2.58,J
2020-01-09 22:00:00,48.49,30330.0,26834.85,30.12,12.53,5.08,2.58,J
2020-01-09 23:00:00,40.16,27788.0,24782.07,27.81,12.53,5.08,2.58,J
2020-01-10 00:00:00,34.13,25673.0,22811.578,27.62,11.67,3.3,2.6782,V
2020-01-10 01:00:00,32.7,24396.0,21766.346,27.54,11.67,3.3,2.6782,V
2020-01-10 02:00:00,31.0,23867.0,21365.918,26.47,11.67,3.3,2.6782,V
2020-01-10 03:00:00,27.98,23798.0,21393.45,26.7,11.67,3.3,2.6782,V
2020-01-10 04:00:00,27.65,24533.0,22169.015,28.2,11.67,3.3,2.6782,V
2020-01-10 05:00:00,29.38,27285.0,24835.055,32.0,11.67,3.3,2.6782,V
2020-01-10 06:00:00,32.0,31898.0,29186.846,43.66,11.67,3.3,2.6782,V
2020-01-10 07:00:00,43.66,35000.0,31976.328,47.4,11.67,3.3,2.6782,V
2020-01-10 08:00:00,46.55,36332.0,33066.01,47.92,11.67,3.3,2.6782,V
2020-01-10 09:00:00,48.73,37123.0,33445.373,46.87,11.67,3.3,2.6782,V
2020-01-10 10:00:00,47.3,37010.0,33281.423,44.2,11.67,3.3,2.6782,V
2020-01-10 11:00:00,44.2,36508.0,32863.589,41.6,11.67,3.3,2.6782,V
2020-01-10 12:00:00,41.6,36353.0,32734.535,38.01,11.67,3.3,2.6782,V
2020-01-10 13:00:00,38.01,35197.0,31490.174,36.21,11.67,3.3,2.6782,V
2020-01-10 14:00:00,36.21,34250.0,30635.777,36.27,11.67,3.3,2.6782,V
2020-01-10 15:00:00,36.27,33787.0,30260.83,40.62,11.67,3.3,2.6782,V
2020-01-10 16:00:00,40.62,33796.0,30345.559,47.3,11.67,3.3,2.6782,V
2020-01-10 17:00:00,47.3,35223.0,31616.951,49.97,11.67,3.3,2.6782,V
2020-01-10 18:00:00,49.97,36066.0,32353.65,47.36,11.67,3.3,2.6782,V
2020-01-10 19:00:00,50.01,36245.0,32225.423,45.21,11.67,3.3,2.6782,V
2020-01-10 20:00:00,50.85,35434.0,31495.479,41.56,11.67,3.3,2.6782,V
2020-01-10 21:00:00,49.89,33187.0,29296.231,39.9,11.67,3.3,2.6782,V
2020-01-10 22:00:00,46.8,30199.0,26920.53,33.12,11.67,3.3,2.6782,V
2020-01-10 23:00:00,40.0,28178.0,25109.933,35.01,11.67,3.3,2.6782,V
2020-01-11 00:00:00,42.94,25856.0,23187.381,34.0,11.77,2.92,2.8579,S
2020-01-11 01:00:00,37.2,24407.0,21905.598,31.43,11.77,2.92,2.8579,S
2020-01-11 02:00:00,34.77,23587.0,21215.444,29.14,11.77,2.92,2.8579,S
2020-01-11 03:00:00,34.18,23263.0,20866.75,28.86,11.77,2.92,2.8579,S
2020-01-11 04:00:00,34.13,23265.0,20806.034,28.43,11.77,2.92,2.8579,S
2020-01-11 05:00:00,34.18,24119.0,21277.716,29.32,11.77,2.92,2.8579,S
2020-01-11 06:00:00,34.4,25988.0,22803.908,31.32,11.77,2.92,2.8579,S
2020-01-11 07:00:00,34.51,27927.0,24510.371,35.68,11.77,2.92,2.8579,S
2020-01-11 08:00:00,35.68,30320.0,26894.879,40.0,11.77,2.92,2.8579,S
2020-01-11 09:00:00,40.0,32277.0,28588.058,38.08,11.77,2.92,2.8579,S
2020-01-11 10:00:00,42.61,32506.0,28660.192,37.9,11.77,2.92,2.8579,S
2020-01-11 11:00:00,40.01,32074.0,28269.423,38.6,11.77,2.92,2.8579,S
2020-01-11 12:00:00,38.6,32150.0,27978.103,33.06,11.77,2.92,2.8579,S
2020-01-11 13:00:00,38.97,31565.0,27448.513,31.59,11.77,2.92,2.8579,S
2020-01-11 14:00:00,38.97,30361.0,26388.761,32.51,11.77,2.92,2.8579,S
2020-01-11 15:00:00,36.84,29549.0,25665.748,33.71,11.77,2.92,2.8579,S
2020-01-11 16:00:00,38.97,29605.0,25651.454,41.05,11.77,2.92,2.8579,S
2020-01-11 17:00:00,44.0,31640.0,27394.342,44.62,11.77,2.92,2.8579,S
2020-01-11 18:00:00,52.98,32654.0,28594.781,44.65,11.77,2.92,2.8579,S
2020-01-11 19:00:00,55.4,33356.0,28957.242,40.15,11.77,2.92,2.8579,S
2020-01-11 20:00:00,56.26,33008.0,28840.903,29.38,11.77,2.92,2.8579,S
2020-01-11 21:00:00,55.87,31551.0,27557.376,36.08,11.77,2.92,2.8579,S
2020-01-11 22:00:00,53.0,29185.0,25616.252,39.13,11.77,2.92,2.8579,S
2020-01-11 23:00:00,49.67,26895.0,23575.925,25.26,11.77,2.92,2.8579,S
2020-01-12 00:00:00,44.21,24589.0,21662.685,23.53,12.54,2.85,2.9172,D
2020-01-12 01:00:00,41.69,23043.0,20341.413,24.15,12.54,2.85,2.9172,D
2020-01-12 02:00:00,41.69,22167.0,19551.636,20.65,12.54,2.85,2.9172,D
2020-01-12 03:00:00,38.6,21749.0,19216.412,20.57,12.54,2.85,2.9172,D
2020-01-12 04:00:00,37.51,21774.0,19284.076,21.04,12.54,2.85,2.9172,D
2020-01-12 05:00:00,37.03,22424.0,19704.181,20.64,12.54,2.85,2.9172,D
2020-01-12 06:00:00,37.58,23601.0,20600.602,29.6,12.54,2.85,2.9172,D
2020-01-12 07:00:00,38.01,24633.0,21460.733,28.8,12.54,2.85,2.9172,D
2020-01-12 08:00:00,38.0,26550.0,23422.701,27.47,12.54,2.85,2.9172,D
2020-01-12 09:00:00,38.07,28727.0,25448.086,30.25,12.54,2.85,2.9172,D
2020-01-12 10:00:00,39.01,29613.0,26186.112,28.93,12.54,2.85,2.9172,D
2020-01-12 11:00:00,38.08,29416.0,25985.176,33.53,12.54,2.85,2.9172,D
2020-01-12 12:00:00,38.01,29677.0,26220.093,26.72,12.54,2.85,2.9172,D
2020-01-12 13:00:00,38.43,29598.0,26050.484,24.31,12.54,2.85,2.9172,D
2020-01-12 14:00:00,39.3,28327.0,24858.736,25.33,12.54,2.85,2.9172,D
2020-01-12 15:00:00,37.43,27602.0,24114.601,27.36,12.54,2.85,2.9172,D
2020-01-12 16:00:00,37.03,27598.0,24178.678,33.73,12.54,2.85,2.9172,D
2020-01-12 17:00:00,39.01,29940.0,26484.435,38.91,12.54,2.85,2.9172,D
2020-01-12 18:00:00,49.45,31231.0,28116.241,40.87,12.54,2.85,2.9172,D
2020-01-12 19:00:00,52.98,32555.0,29092.878,38.11,12.54,2.85,2.9172,D
2020-01-12 20:00:00,55.4,32942.0,28991.451,30.38,12.54,2.85,2.9172,D
2020-01-12 21:00:00,55.98,31614.0,28018.844,35.17,12.54,2.85,2.9172,D
2020-01-12 22:00:00,53.67,29029.0,25591.389,37.81,12.54,2.85,2.9172,D
2020-01-12 23:00:00,50.46,26637.0,23303.477,30.22,12.54,2.85,2.9172,D
2020-01-13 00:00:00,50.67,24381.0,21503.05,26.98,12.38,0.73,2.3446,L
2020-01-13 01:00:00,49.19,23233.0,20566.197,25.65,12.38,0.73,2.3446,L
2020-01-13 02:00:00,46.22,22730.0,19972.536,25.03,12.38,0.73,2.3446,L
2020-01-13 03:00:00,42.0,22792.0,20157.749,25.12,12.38,0.73,2.3446,L
2020-01-13 04:00:00,39.01,23731.0,21065.113,27.74,12.38,0.73,2.3446,L
2020-01-13 05:00:00,42.0,27015.0,24333.324,38.4,12.38,0.73,2.3446,L
2020-01-13 06:00:00,47.75,32399.0,29133.728,48.64,12.38,0.73,2.3446,L
2020-01-13 07:00:00,50.69,36208.0,32231.856,52.93,12.38,0.73,2.3446,L
2020-01-13 08:00:00,52.93,37271.0,33572.859,49.89,12.38,0.73,2.3446,L
2020-01-13 09:00:00,52.6,38177.0,34311.131,48.89,12.38,0.73,2.3446,L
2020-01-13 10:00:00,50.67,38033.0,34154.43,47.2,12.38,0.73,2.3446,L
2020-01-13 11:00:00,49.73,37449.0,33692.061,47.0,12.38,0.73,2.3446,L
2020-01-13 12:00:00,47.44,37166.0,33368.23,45.95,12.38,0.73,2.3446,L
2020-01-13 13:00:00,47.01,36066.0,32274.193,45.0,12.38,0.73,2.3446,L
2020-01-13 14:00:00,45.0,35272.0,31666.796,42.97,12.38,0.73,2.3446,L
2020-01-13 15:00:00,42.97,34970.0,31422.325,43.68,12.38,0.73,2.3446,L
2020-01-13 16:00:00,43.68,35104.0,31554.911,46.81,12.38,0.73,2.3446,L
2020-01-13 17:00:00,46.81,36943.0,32969.781,45.27,12.38,0.73,2.3446,L
2020-01-13 18:00:00,49.51,38160.0,34160.061,42.57,12.38,0.73,2.3446,L
2020-01-13 19:00:00,50.0,38668.0,34426.652,34.03,12.38,0.73,2.3446,L
2020-01-13 20:00:00,50.0,37801.0,33303.192,29.23,12.38,0.73,2.3446,L
2020-01-13 21:00:00,47.11,34976.0,30446.243,28.67,12.38,0.73,2.3446,L
2020-01-13 22:00:00,38.6,31436.0,27207.684,26.76,12.38,0.73,2.3446,L
2020-01-13 23:00:00,34.1,28814.0,25077.025,24.38,12.38,0.73,2.3446,L
2020-01-14 00:00:00,31.86,26602.0,23127.181,19.53,11.6,0.51,2.6407,M
2020-01-14 01:00:00,30.53,25360.0,22151.311,15.35,11.6,0.51,2.6407,M
2020-01-14 02:00:00,29.57,24816.0,21772.189,9.38,11.6,0.51,2.6407,M
2020-01-14 03:00:00,29.53,24679.0,21725.902,8.66,11.6,0.51,2.6407,M
2020-01-14 04:00:00,29.77,25457.0,22401.532,17.29,11.6,0.51,2.6407,M
2020-01-14 05:00:00,30.47,28318.0,25276.794,28.44,11.6,0.51,2.6407,M
2020-01-14 06:00:00,31.37,33425.0,29946.861,36.73,11.6,0.51,2.6407,M
2020-01-14 07:00:00,40.01,36729.0,32771.852,39.06,11.6,0.51,2.6407,M
2020-01-14 08:00:00,45.19,37679.0,33760.897,39.11,11.6,0.51,2.6407,M
2020-01-14 09:00:00,46.47,38655.0,34174.62,38.86,11.6,0.51,2.6407,M
2020-01-14 10:00:00,46.29,38473.0,34007.325,39.06,11.6,0.51,2.6407,M
2020-01-14 11:00:00,44.49,37865.0,33435.116,37.75,11.6,0.51,2.6407,M
2020-01-14 12:00:00,43.01,37611.0,33077.679,35.46,11.6,0.51,2.6407,M
2020-01-14 13:00:00,41.25,36390.0,31950.672,35.82,11.6,0.51,2.6407,M
2020-01-14 14:00:00,37.97,35669.0,31355.3,32.99,11.6,0.51,2.6407,M
2020-01-14 15:00:00,36.01,35231.0,31031.978,32.69,11.6,0.51,2.6407,M
