fecha,Temperatura,Radiacion
2024-01-13,3.43,1.3181
2024-01-14,6.27,0.871
2024-01-15,9.24,0.9835
2024-01-16,10.44,1.2763
2024-01-17,9.52,0.8882
2024-01-18,9.35,1.8648
2024-01-19,4.1,1.9342
2024-01-20,2.36,2.5824
2024-01-21,3.86,3.0036
2024-01-22,4.76,2.0585
2024-01-23,8.68,2.8214
2024-01-24,10.09,3.1128
2024-01-25,10.94,3.0242
2024-01-26,10.36,2.7758
2024-01-27,9.46,2.6148
2024-01-28,7.81,2.904
2024-01-29,7.4,2.6434
2024-01-30,6.57,2.9743
2024-01-31,6.61,2.6364
2024-02-01,7.76,3.2201
2024-02-02,7.36,3.2213
2024-02-03,7.12,3.4752
2024-02-04,8.57,3.5042
2024-02-05,8.61,2.7739
2024-02-06,7.28,2.7079
2024-02-07,5.38,1.5852
2024-02-08,7.43,1.3354
2024-02-09,8.73,0.9271
2024-02-10,5.19,2.4394
2024-02-11,3.4,2.0998
2024-02-12,8.79,3.5186
2024-02-13,9.7,1.9745
2024-02-14,10.29,2.6808
2024-02-15,8.39,1.7006
2024-02-16,7.61,3.3835
2024-02-17,6.7,4.321
2024-02-18,8.49,3.6446
2024-02-19,9.71,4.2154
2024-02-20,8.33,4.5074
2024-02-21,8.04,2.7326
2024-02-22,8.23,2.2447
2024-02-23,3.96,3.0245
2024-02-24,3.85,3.0482
2024-02-25,8.22,2.1797
2024-02-26,5.76,3.1478
2024-02-27,4.65,3.6571
2024-02-28,5.52,4.4292
2024-02-29,5.25,4.1441
2024-03-01,4.45,4.2509
2024-03-02,4.79,1.2192
2024-03-03,2.66,3.5926
2024-03-04,5.33,2.3998
2024-03-05,5.92,4.7042
2024-03-06,6.08,4.9618
2024-03-07,5.67,2.2608
2024-03-08,5.05,2.9851
2024-03-09,4.86,2.0662
2024-03-10,6.72,3.1978
2024-03-11,6.22,4.086
2024-03-12,8.24,5.5966
2024-03-13,9.71,5.291
2024-03-14,10.16,4.0471
2024-03-15,9.67,3.9134
2024-03-16,11.51,4.3394
2024-03-17,14.05,4.1892
2024-03-18,13.4,4.301
2024-03-19,14.57,4.9766
2024-03-20,13.11,4.243
2024-03-21,13.93,4.548
2024-03-22,16.03,4.9567
2024-03-23,14.64,4.8595
2024-03-24,12.87,4.5948
2024-03-25,10.71,1.741
2024-03-26,5.33,4.4693
2024-03-27,7.77,3.3696
2024-03-28,10.01,3.3562
2024-03-29,6.98,1.9937
2024-03-30,5.82,3.377
2024-03-31,4.99,2.8358
2024-04-01,5.95,4.7232
2024-04-02,7.44,2.8726
2024-04-03,10.74,5.1317
2024-04-04,12.22,5.8867
2024-04-05,13.5,5.3398
2024-04-06,14.38,3.679
2024-04-07,14.59,4.7945
2024-04-08,10.24,4.9949
2024-04-09,7.46,7.176
2024-04-10,10.54,6.834
2024-04-11,14.39,6.7946
2024-04-12,14.74,7.1458
2024-04-13,16.38,7.2331
2024-04-14,15.85,6.857
2024-04-15,17.17,6.6574
2024-04-16,14.6,7.3634
2024-04-17,11.89,7.5408
2024-04-18,11.43,7.5982
2024-04-19,12.05,7.4522
2024-04-20,13.92,6.9595
2024-04-21,12.7,7.5094
2024-04-22,9.42,7.733
2024-04-23,7.62,6.947
2024-04-24,9.56,7.4918
2024-04-25,10.62,4.5406
2024-04-26,10.33,4.831
2024-04-27,9.34,5.1456
2024-04-28,9.71,6.3694
2024-04-29,10.78,5.7965
2024-04-30,11.22,5.7679
2024-05-01,8.03,6.0341
2024-05-02,8.52,6.0806
2024-05-03,11.26,7.3344
2024-05-04,14.1,7.2209
2024-05-05,13.58,4.4467
2024-05-06,13.27,6.0346
2024-05-07,13.09,8.143
2024-05-08,14.26,7.771
2024-05-09,17.28,7.1604
2024-05-10,18.26,7.7417
2024-05-11,18.12,7.5221
2024-05-12,18.68,6.3874
2024-05-13,18.74,6.1543
2024-05-14,13.63,5.9935
2024-05-15,11.7,6.3247
2024-05-16,11.98,5.9654
2024-05-17,13.56,5.4233
2024-05-18,13.86,6.7411
2024-05-19,13.72,6.001
2024-05-20,13.91,5.9575
2024-05-21,14.43,5.4811
2024-05-22,13.59,6.3811
2024-05-23,15.45,8.3813
2024-05-24,17.85,8.2586
2024-05-25,18.82,7.9826
2024-05-26,19.91,7.7321
2024-05-27,20.05,7.7179
2024-05-28,20.78,8.1223
2024-05-29,23.09,8.2601
2024-05-30,23.51,7.6457
2024-05-31,19.54,8.4202
2024-06-01,17.93,8.4132
2024-06-02,18.3,8.585
2024-06-03,20.4,7.2869
2024-06-04,22.85,7.6054
2024-06-05,26.1,7.3963
2024-06-06,24.8,7.2864
2024-06-07,25.6,5.5874
2024-06-08,19.31,2.5356
2024-06-09,19.13,3.9274
2024-06-10,16.04,3.5604
2024-06-11,16.95,8.5306
2024-06-12,17.13,7.3186
2024-06-13,18.62,8.5121
2024-06-14,21.83,8.6172
2024-06-15,20.46,8.6618
2024-06-16,21.11,8.7182
2024-06-17,21.59,8.8349
2024-06-18,20.28,4.4726
2024-06-19,18.56,6.9823
2024-06-20,16.59,5.4718
2024-06-21,19.8,8.4842
2024-06-22,21.45,6.9917
2024-06-23,22.9,7.4263
2024-06-24,23.97,8.5517
2024-06-25,26.33,7.5358
2024-06-26,23.64,5.1924
2024-06-27,24.45,5.795
2024-06-28,21.95,6.0034
2024-06-29,20.2,3.4358
2024-06-30,19.85,5.4163
2024-07-01,22.21,7.8197
2024-07-02,22.48,8.5502
2024-07-03,24.86,8.5169
2024-07-04,27.1,8.5901
2024-07-05,27.98,7.7801
2024-07-06,25.69,7.6178
2024-07-07,23.25,8.1262
2024-07-08,24.37,8.6712
2024-07-09,25.16,8.2274
2024-07-10,26.81,8.3902
2024-07-11,28.22,8.2668
2024-07-12,25.27,8.6489
2024-07-13,24.57,8.2073
2024-07-14,25.44,8.4871
2024-07-15,24.59,7.5598
2024-07-16,24.28,8.4926
2024-07-17,25.91,8.1343
2024-07-18,28.44,6.6214
2024-07-19,29.46,8.2205
2024-07-20,27.58,8.1312
2024-07-21,24.55,8.4406
2024-07-22,25.73,8.4686
2024-07-23,29.05,8.1744
2024-07-24,30.89,7.8989
2024-07-25,30.7,7.7575
2024-07-26,29.33,7.2482
2024-07-27,30.25,7.3085
2024-07-28,29.68,7.661
2024-07-29,29.01,5.113
2024-07-30,30.13,7.3961
2024-07-31,29.98,8.0057
2024-08-01,29.47,8.0705
2024-08-02,27.91,6.857
2024-08-03,27.68,7.687
2024-08-04,28.93,7.3238
2024-08-05,29.66,7.4047
2024-08-06,29.65,7.7059
2024-08-07,29.84,7.6402
2024-08-08,29.78,7.4657
2024-08-09,29.84,7.2466
2024-08-10,29.82,7.4657
2024-08-11,29.33,7.4359
2024-08-12,28.86,7.0812
2024-08-13,25.04,5.1974
2024-08-14,23.97,6.5978
2024-08-15,22.22,7.6538
2024-08-16,25.08,7.559
2024-08-17,26.65,7.0481
2024-08-18,26.94,7.1321
2024-08-19,25.9,7.073
2024-08-20,27.17,7.069
2024-08-21,27.46,6.5491
2024-08-22,28.26,6.1692
2024-08-23,28.17,6.5508
2024-08-24,26.96,6.5119
2024-08-25,25.75,6.437
2024-08-26,26.35,6.0386
2024-08-27,27.17,6.462
2024-08-28,28.28,6.5004
2024-08-29,23.97,3.2863
2024-08-30,23.66,4.614
2024-08-31,20.82,4.1042
2024-09-01,23.82,5.292
2024-09-02,23.65,5.8502
2024-09-03,22.83,5.6314
2024-09-04,20.08,5.6366
2024-09-05,18.99,5.021
2024-09-06,17.75,6.0427
2024-09-07,17.71,6.4956
2024-09-08,19.02,6.2789
2024-09-09,19.53,6.5287
2024-09-10,20.92,6.3132
2024-09-11,19.93,6.0358
2024-09-12,19.67,5.2164
2024-09-13,16.41,6.4039
2024-09-14,16.94,6.1457
2024-09-15,19.15,6.2909
2024-09-16,18.75,5.9383
2024-09-17,17.24,5.9981
2024-09-18,18.52,4.7366
2024-09-19,17.26,3.1318
2024-09-20,17.52,2.85
2024-09-21,17.98,3.1495
2024-09-22,17.67,4.3118
2024-09-23,17.14,5.0424
2024-09-24,16.53,3.4942
2024-09-25,17.77,2.377
2024-09-26,18.6,3.1944
2024-09-27,14.15,4.8101
2024-09-28,12.8,5.6729
2024-09-29,15.66,5.3489
2024-09-30,18.97,5.3582
2024-10-01,18.75,4.3553
2024-10-02,18.34,2.3182
2024-10-03,17.1,4.7854
2024-10-04,16.14,4.0001
2024-10-05,18.0,3.7987
2024-10-06,17.8,2.6465
2024-10-07,15.36,1.2785
2024-10-08,13.4,2.1641
2024-10-09,15.98,1.6186
2024-10-10,13.26,4.3841
2024-10-11,14.12,3.2618
2024-10-12,16.57,1.603
2024-10-13,17.73,2.9705
2024-10-14,17.83,1.9704
2024-10-15,16.73,1.921
2024-10-16,17.04,2.8351
2024-10-17,12.41,2.4451
2024-10-18,11.12,4.273
2024-10-19,14.25,3.6557
2024-10-20,15.1,3.2098
2024-10-21,14.91,4.1448
2024-10-22,15.05,3.0998
2024-10-23,15.03,2.5018
2024-10-24,14.48,2.2776
2024-10-25,13.01,1.5408
2024-10-26,7.53,2.9172
2024-10-27,7.27,2.6153
2024-10-28,11.92,2.837
2024-10-29,13.2,0.9946
2024-10-30,14.46,2.581
2024-10-31,13.38,2.7862
2024-11-01,13.32,2.5675
2024-11-02,12.0,1.8365
2024-11-03,11.85,2.6366
2024-11-04,13.01,1.8542
2024-11-05,13.64,2.6729
2024-11-06,13.44,3.3463
2024-11-07,12.55,3.0262
2024-11-08,10.8,1.4755
2024-11-09,11.12,2.7142
2024-11-10,10.62,2.0064
2024-11-11,10.88,2.8886
2024-11-12,7.52,2.4506
2024-11-13,6.28,0.8686
2024-11-14,11.11,1.5725
2024-11-15,11.84,1.481
2024-11-16,10.11,1.8312
2024-11-17,10.73,2.839
2024-11-18,12.54,2.5874
2024-11-19,10.55,2.4127
2024-11-20,9.26,2.4046
2024-11-21,9.58,1.5938
2024-11-22,9.86,2.4127
2024-11-23,9.63,1.7822
2024-11-24,11.33,1.2182
2024-11-25,10.18,1.1909
2024-11-26,6.33,1.9015
2024-11-27,6.63,2.7766
2024-11-28,6.72,2.7986
2024-11-29,8.75,2.1055
2024-11-30,10.06,2.4648
2024-12-01,9.85,1.7772
2024-12-02,10.57,1.5302
2024-12-03,8.48,2.1442
2024-12-04,7.48,2.6561
2024-12-05,7.94,2.3093
2024-12-06,9.74,2.2546
2024-12-07,7.53,2.4545
2024-12-08,3.51,2.1458
2024-12-09,2.78,2.1002
2024-12-10,2.38,2.2157
2024-12-11,2.17,1.6483
2024-12-12,3.44,2.1319
2024-12-13,3.96,1.2197
2024-12-14,2.81,2.0786
2024-12-15,2.39,2.4864
2024-12-16,2.82,2.5661
2024-12-17,3.49,2.1286
2024-12-18,5.37,2.0071
2024-12-19,6.61,1.6889
2024-12-20,2.56,2.5378
2024-12-21,2.69,2.5754
2024-12-22,4.63,2.4204
2024-12-23,4.53,2.4242
2024-12-24,6.07,2.4689
2024-12-25,8.06,2.5294
2024-12-26,7.27,2.4866
2024-12-27,5.38,2.1286
2024-12-28,4.06,2.6083
2024-12-29,3.66,2.6352
2024-12-30,2.84,2.6006
2024-12-31,3.51,2.6174
